Restaurant Name,City,Primary Cuisine,Cost Category,Rating,Votes,Latitude,Longitude
Seasons 52 Fresh Grill,orlando,american,high,4.5,1685,28.448175,-81.487978
Hollerbach's Willow Tree Cafí©,orlando,german,high,5.0,1699,28.811653,-81.266871
Pom Pom's Teahouse and Sandwicheria,orlando,american,medium,5.0,1457,28.543571,-81.351467
Yellow Dog Eats,orlando,american,high,5.0,1252,28.527592,-81.522987
Tibby's New Orleans Kitchen,orlando,cajun,medium,4.5,1412,28.601088,-81.322631
The Coop,orlando,southern,medium,3.5,432,28.597366,-81.357219
Bosphorous Turkish Cuisine,orlando,mediterranean,high,4.0,568,28.5976271,-81.3508344
Ethos Vegan Kitchen,orlando,american,medium,4.5,797,28.592857,-81.352921
The Ravenous Pig,orlando,pub food,high,4.5,1998,28.593297,-81.356024
Vivo Bar and Grill,palm cove,mediterranean,high,4.5,381,-16.748083,145.670768
Pier 70,paynesville,modern australian,high,2.5,16,-37.9194154,147.7227832
DiVine,penola,cafe,medium,3.5,19,-37.379153,140.837409
Cactus Flower Cafe Navarre,pensacola,mexican,medium,4.0,635,30.4025979,-86.8573393
McGuire's Irish Pub & Brewery,pensacola,burger,high,5.0,2238,30.4179,-87.2027
New Yorker Deli & Pizzeria,pensacola,italian,low,4.5,792,30.4251,-87.1819
Tu-Do Vietnamese Restaurant,pensacola,asian,low,4.5,828,30.4982,-87.2216
Carrabba's Italian Grill,pensacola,italian,high,3.5,292,30.417318,-87.205855
Jaco's Bayfront Bar and Grille,pensacola,tapas,medium,4.0,502,30.403034,-87.213274
The Tin Cow,pensacola,burger,medium,3.5,559,30.4116106,-87.2150874
Cactus Flower Cafe,pensacola,latin american,medium,4.0,1268,30.4473322,-87.2080932
Dharma Blue,pensacola,seafood,high,4.0,669,30.4101,-87.2092
Global Grill,pensacola,european,high,4.5,900,30.411878,-87.2153054
Ichiban,pensacola,japanese,medium,4.5,765,30.4767,-87.2252
The Fish House,pensacola,american,high,4.0,1270,30.407358,-87.211082
Tuscan Oven,pensacola,italian,medium,4.0,502,30.4692,-87.214
Flounders Chowder House,pensacola,seafood,high,4.0,724,30.3359,-87.143
Hemingway's Island Grill,pensacola,caribbean,high,3.5,479,30.335521,-87.142602
Native Cafe,pensacola,breakfast,medium,4.0,591,30.334776,-87.132932
Peg Leg Pete's,pensacola,burger,high,4.5,1408,30.327864,-87.164376
The Grand Marlin,pensacola,caribbean,high,4.5,905,30.34262,-87.149178
Original Georgios Authentic Greek Food,pensacola,greek,low,4.5,816,30.3199824,-87.4218962
Fisherman's Corner,pensacola,sandwich,high,4.5,747,30.308468,-87.427707
Mad Cowes Cafe,phillip island,breakfast,medium,3.5,351,-38.448307,145.237813
Rupes Burgers,pocatello,burger,low,3.5,104,43.1903,-112.3415
Texas Roadhouse,pocatello,american,high,3.5,83,42.910518,-112.461326
Riverwalk Cafe,pocatello,asian,low,3.5,91,42.62,-112.0132
Royal Hotel,pocatello,pizza,low,3.5,59,42.6192,-112.0127
Buddy's Italian Restaurant,pocatello,italian,high,3.5,222,42.8661,-112.4423
Butterburrs,pocatello,american,high,3.5,121,42.8919,-112.4516
Chang Garden,pocatello,chinese,low,3.5,93,42.8928,-112.441
Fifth Street Bagelry,pocatello,coffee and tea,low,4.0,136,42.8631,-112.4397
Goody's Deli,pocatello,pizza,low,4.0,160,42.8604,-112.4365
Grecian Key Restaurant,pocatello,american,medium,3.5,152,42.8639,-112.4524
Outer Limits Fun Zone,pocatello,burger,low,3.5,57,42.878077,-112.459988
Portneuf Valley Brewing,pocatello,american,medium,3.5,191,42.860024,-112.443213
Sandpiper Restaurant & Lounge,pocatello,american,high,3.5,85,42.9012,-112.432
Senor Iguanas,pocatello,mexican,low,3.5,108,42.8942,-112.4433
Sushi Family,pocatello,asian,medium,3.5,132,42.88245,-112.452013
Taste of India Nepal,pocatello,indian,medium,4.0,141,42.863969,-112.45253
Thai Paradise,pocatello,desserts,medium,3.5,162,42.861871,-112.450106
The Bridge,pocatello,new american,high,3.5,144,42.8585987,-112.4413856
Nosh Mahal,pocatello,indian,medium,1.0,1,42.891174,-112.44853
El Herradero,pocatello,mexican,low,4.0,365,42.8774,-112.4419
Barrett Junction Cafe,potrero,american,medium,3.5,9,32.613431,-116.704731
Blue Point Grill,princeton,seafood,high,4.0,542,40.352385,-74.651139
Giovanni's Shrimp Truck,rest of hawaii,seafood,medium,4.5,691,21.677078,-157.948486
Kona Brewing Company,rest of hawaii,american,high,4.5,764,19.642752,-155.997362
Coconuts Fish Cafe,rest of hawaii,seafood,high,4.5,487,20.748838,-156.455284
Kihei Caffe,rest of hawaii,american,low,4.5,695,20.731487,-156.451847
Monkeypod Kitchen by Merriman,rest of hawaii,burger,high,4.0,485,20.6883746,-156.4309473
Sansei Seafood Restaurant & Sushi Bar,rest of hawaii,japanese,high,4.0,807,20.733554,-156.452556
Star Noodle,rest of hawaii,asian,low,4.5,723,20.885226,-156.674835
Aloha Mixed Plate,rest of hawaii,asian,low,4.0,874,20.886564,-156.684967
Gazebo,rest of hawaii,breakfast,medium,4.5,552,20.992316,-156.667037
Hula Grill,rest of hawaii,hawaiian,high,4.5,1056,20.921347,-156.693821
Kimo's,rest of hawaii,hawaiian,high,4.5,707,20.876127,-156.680666
Mama's Fish House,rest of hawaii,hawaiian,high,5.0,1343,20.929622,-156.366445
Marukame Udon,rest of hawaii,japanese,low,5.0,602,21.279476,-157.825979
Yard House,rest of hawaii,american,high,4.5,1078,21.2794952,-157.8312476
Lulu's Waikiki,rest of hawaii,american,medium,4.0,232,21.271826,-157.822716
Duke's Waikiki,rest of hawaii,hawaiian,high,4.5,1492,21.277583,-157.827196
Eggs 'n Things,rest of hawaii,breakfast,low,4.0,535,21.280663,-157.831538
Roy's,rest of hawaii,asian,high,4.0,531,21.279154,-157.831176
Wailana Coffee House,rest of hawaii,american,medium,4.0,694,21.285396,-157.836031
The Lady & Sons,savannah,southern,high,3.5,1201,32.0804,-81.0954
Green Truck Pub,savannah,burger,high,4.5,906,32.052858,-81.096647
Leopold's Ice Cream,savannah,desserts,low,4.5,880,32.0785,-81.0894
Mrs. Wilkes' Dining Room,savannah,american,high,4.5,1014,32.0727,-81.0955
Zunzi's,savannah,international,medium,4.5,796,32.0775,-81.0911
Moon River Brewing Company,savannah,american,medium,3.5,747,32.0809,-81.0916
Pirates' House Restaurant,savannah,american,high,4.0,566,32.0782,-81.0844
B. Matthew's Eatery,savannah,american,medium,4.0,683,32.0798,-81.0875
Crystal Beer Parlor,savannah,american,medium,4.5,690,32.0735,-81.0979
Goose Feathers Cafe and Bakery,savannah,breakfast,low,4.0,680,32.0801,-81.0941
Henry's,savannah,american,low,4.0,287,32.0794767,-81.0905213
Huey's On The River,savannah,breakfast,high,4.0,802,32.0812,-81.0897
J. Christopher's,savannah,breakfast,medium,4.5,710,32.074495,-81.091482
Lulu's Chocolate Bar,savannah,coffee and tea,low,4.5,456,32.080742,-81.097051
Rocks on the River,savannah,pizza,high,4.0,687,32.081394,-81.092484
SOHO South Cafe,savannah,cafe,medium,4.5,719,32.0747,-81.0939
The Olde Pink House,savannah,american,high,4.5,1803,32.0798,-81.0897
Vic's On The River,savannah,american,high,4.0,558,32.0809,-81.0908
The Crab Shack,savannah,seafood,high,4.0,883,32.011689,-80.865909
Sky On 57,singapore,chinese,high,3.5,34,1.2826608,103.8600048
Cut By Wolfgang Puck,singapore,american,high,4.0,33,1.285476931,103.8594222
Restaurant Andre,singapore,french,high,4.0,33,1.279419756,103.8403602
Potato Head Folk,singapore,american,high,3.0,34,1.280502991,103.8416688
Jaan,singapore,french,high,4.0,35,1.293220698,103.8536048
Rhubarb Le Restaurant,singapore,french,high,4.0,33,1.27944363,103.8430222
Al'frank Cookies,singapore,bakery,medium,4.0,29,1.300404333,103.859422
Fratini La Trattoria,singapore,italian,high,4.0,35,1.331128397,103.8070809
Boufe Boutique Cafe,singapore,italian,high,3.0,29,1.29782554,103.8146178
The Refinery Singapore,singapore,american,high,3.0,30,1.310668316,103.8621195
Chye Seng Huat Hardware,singapore,cafe,high,3.5,33,1.311550709,103.8604162
Makansutra Gluttons Bay,singapore,singaporean,high,3.0,25,1.289761964,103.8558665
Colony,singapore,asian,high,4.0,30,1.2905805,103.859955
Summer Pavilion,singapore,chinese,high,4.0,34,1.290800881,103.8601766
The Lokal,singapore,singaporean,high,3.0,33,1.278373182,103.840921
I Am,singapore,western,high,3.0,32,1.301707168,103.8584296
Super Loco,singapore,american,high,3.0,30,1.290083898,103.839165
Artistry,singapore,american,high,4.0,28,1.303034648,103.8581813
Bitters & Love,singapore,finger food,high,4.0,35,1.28197,103.8482541
Artichoke Cafe,singapore,cafe,high,3.0,33,1.299707726,103.8519943
Archie's Waeside,sioux city,burger,high,3.5,100,42.7956,-96.1608
Bob Roe's Pizza,sioux city,american,low,3.5,92,42.4765,-96.379
Da Kao Restaurant,sioux city,asian,low,4.0,182,42.5026,-96.4173
Famous Dave's,sioux city,bbq,low,3.5,76,42.492,-96.4051
Fuji Bay Japanese Restaurant,sioux city,japanese,high,3.5,129,42.4965,-96.4046
HuHot Mongolian Grill,sioux city,asian,medium,3.5,94,42.4391,-96.3479
Hunan Palace,sioux city,chinese,medium,4.0,129,42.4375,-96.362
Jerry's Pizza,sioux city,pizza,medium,4.0,178,42.4764,-96.3596
Jim's Burgers,sioux city,burger,low,3.5,97,42.4985,-96.4048
Johnnie Mars,sioux city,american,low,4.0,161,42.495534,-96.378049
Miles Inn,sioux city,american,low,3.5,122,42.4876,-96.3755
Milwaukee Wiener House,sioux city,american,low,4.0,195,42.4930681,-96.4063904
Minerva's Food & Cocktails,sioux city,american,high,3.5,146,42.5212,-96.418
Monterrey Mexican Restaurant,sioux city,mexican,low,3.5,117,42.4351,-96.3691
Rebos,sioux city,caribbean,medium,4.0,187,42.4944454,-96.3959487
Tokyo Japanese Steakhouse & Sushi Bar,sioux city,japanese,high,4.0,239,42.440592,-96.349464
Diamond Thai Cuisine,sioux city,asian,low,4.0,303,42.5011,-96.4136
El Fredo Pizza,sioux city,pizza,high,4.0,280,42.5106,-96.4204
Trattoria Fresco,sioux city,italian,medium,4.0,271,42.4949153,-96.4019631
Kahill's Steak-Fish Chophouse,sioux city,american,high,3.5,58,42.485608,-96.4092028
Rumba Island Bar & Grill,tampa bay,bbq,medium,4.5,1321,27.96076,-82.762624
Red Mesa Cantina,tampa bay,latin american,medium,4.5,1629,27.770026,-82.636924
BellaBrava,tampa bay,american,medium,4.0,921,27.7737426,-82.6329663
Ceviche Tapas Bar & Restaurant,tampa bay,spanish,medium,4.0,986,27.7711464,-82.6333294
The Moon Under Water,tampa bay,british,medium,4.0,1020,27.775462,-82.632174
Bern's Steak House,tampa bay,american,high,4.5,3157,27.931516,-82.482962
Boca Kitchen Bar Market,tampa bay,breakfast,high,4.0,665,27.941942,-82.46887
Edison: Food+Drink Lab,tampa bay,international,high,4.0,373,27.944244,-82.469306
Ceviche Tapas Bar & Restaurant,tampa bay,breakfast,medium,4.5,1007,27.9410382,-82.4852372
Daily Eats,tampa bay,american,medium,4.5,803,27.935039,-82.483124
Salt Rock Grill,tampa bay,american,high,4.0,1363,27.848357,-82.843253
Mazzaro's Italian Market,tampa bay,italian,low,5.0,1424,27.792047,-82.673621
Conch Republic Grill,tampa bay,sandwich,high,4.5,844,27.816086,-82.820856
Mr. Dunderbak's Biergarten and Marketplatz,tampa bay,european,high,5.0,1413,28.082909,-82.41294
Red Mesa Restaurant,tampa bay,breakfast,high,4.5,1203,27.816848,-82.638843
Datz,tampa bay,desserts,high,4.5,3074,27.9219315,-82.4932815
Ella's Americana Folk Art Cafe,tampa bay,international,high,5.0,1715,27.993645,-82.451041
Taco Bus,tampa bay,mexican,low,4.5,1868,27.995964,-82.449897
The Refinery,tampa bay,seafood,high,4.0,875,27.99384,-82.459339
Columbia Restaurant,tampa bay,cuban,high,4.5,1746,27.959884,-82.4351499
1918 Bistro & Grill,tanunda,modern australian,high,4.5,339,-34.519619,138.966064
Pig and Whistle,trentham east,australian,medium,4.0,87,-37.396942,144.41272
Buffalo Wild Wings,valdosta,bar food,medium,3.5,98,30.846819,-83.319123
El Toreo Mexican Restaurant,valdosta,mexican,medium,3.0,83,30.8426,-83.3247
306 North Restaurant,valdosta,seafood,high,4.0,231,30.8332,-83.2799
Austins Cattle Co,valdosta,burger,high,3.5,216,30.8164364,-83.3170843
Beijing Cafe,valdosta,asian,high,4.0,185,30.841892,-83.318554
Bleu Cafe,valdosta,pizza,medium,3.5,185,30.8308,-83.279
Bleu Pub,valdosta,burger,low,4.0,281,30.8308,-83.2792
Bubba Jax Crab Shack,valdosta,fast food,high,3.5,137,30.8223548,-83.3085736
Cheddar's Scratch Kitchen,valdosta,american,medium,3.5,209,30.824691,-83.316402
El Cazador,valdosta,mexican,low,3.5,168,30.850888,-83.28078
Friends Grille and Bar,valdosta,american,medium,4.0,243,30.880146,-83.29633
Giulios Greek & Italian Restaurant,valdosta,greek,high,4.0,221,30.8433,-83.2851
La Jalisco Supermercato,valdosta,mexican,low,3.5,46,30.8465,-83.281
Masato Japanese,valdosta,japanese,medium,4.0,262,30.846763,-83.310343
Mom & Dad's Italian Restaurant,valdosta,italian,medium,3.5,183,30.8971,-83.3283
Mori's Japanese Steakhouse & Sushi Bar,valdosta,japanese,high,3.5,208,30.841547,-83.318958
Passage 2 India,valdosta,indian,medium,4.0,245,30.87114,-83.289338
Rodeo Mexican Restaurant,valdosta,mexican,medium,4.0,199,30.868,-83.2868
Steel Magnolias,valdosta,southern,high,4.0,225,30.8316,-83.2796
Smok'n Pig B-B-Q,valdosta,bbq,medium,4.0,575,30.897087,-83.332796
Blue House Cafe,vernonia,coffee and tea,low,4.5,88,45.858667,-123.1954368
Anchorage Cafe Restaurant Wine Bar,victor harbor,coffee and tea,medium,3.5,96,-35.5536609,138.624316
Lake House Restaurant,vineland station,italian,high,4.5,204,43.1868697,-79.3791465
Masala Grill & Coffee House,waterloo,indian,low,3.0,18,42.516908,-92.456343
Brown Bottle The Cedar Falls,waterloo,italian,medium,3.5,134,42.5464,-92.4507
Four Queens Dairy Cream,waterloo,desserts,low,4.0,190,42.5377,-92.4599
Hong Kong Chinese Restaurant,waterloo,chinese,low,4.0,136,42.5133,-92.4322
HuHot Mongolian Grill,waterloo,asian,medium,3.5,113,42.512646,-92.432177
J's Homestyle Cooking,waterloo,american,low,3.5,69,42.509472,-92.466597
Montage,waterloo,american,high,3.5,89,42.5366,-92.4453
Mulligan's Brick Oven Grill,waterloo,burger,medium,3.5,80,42.5219,-92.444
Sakura,waterloo,japanese,high,4.0,175,42.51259,-92.426215
Scratch,waterloo,coffee and tea,low,3.5,136,42.5354081,-92.4457417
SOHO Sushi Bar & Deli,waterloo,sandwich,medium,3.5,114,42.5375,-92.4457
Texas Roadhouse,waterloo,american,medium,3.5,93,42.5127,-92.4291
Tony's La Pizzeria,waterloo,pizza,medium,3.5,89,42.53489,-92.445723
Chapala,waterloo,mexican,medium,3.5,69,42.477281,-92.323032
Galleria de Paco,waterloo,american,high,3.5,86,42.494908,-92.339721
Golden China,waterloo,chinese,low,3.5,73,42.458979,-92.356066
Rudy's Tacos,waterloo,mexican,medium,3.5,104,42.499705,-92.3772
The Screaming Eagle,waterloo,american,low,3.5,101,42.4984,-92.335523
The Thai Bowl,waterloo,thai,low,3.5,58,42.497919,-92.335769
Tokyo Japanese Steak House,waterloo,japanese,medium,4.0,156,42.46558,-92.3234
Theo Yianni's Authentic Greek Restaurant,weirton,burger,medium,4.0,156,40.396043,-80.529488
Fishpatrick's Crabby Cafe,winchester bay,burger,medium,3.0,16,43.678998,-124.175346
Arigato Sushi,yorkton,asian,medium,3.5,26,51.2106824,-102.4613173
Denny's,abu dhabi,american,high,4.5,207,24.49550307,54.38279729
Famous Dave's Barbecue,abu dhabi,american,high,4.5,376,24.49569253,54.38294616
Pizza Di Rocco,abu dhabi,italian,high,4.5,471,24.48557932,54.38193094
Sofra Istanbul,abu dhabi,turkish,medium,4.5,224,24.47756501,54.37127855
Salt,abu dhabi,fast food,high,4.0,228,24.4543119,54.38080709
Genghis Grill,abu dhabi,asian,high,4.5,81,24.47083582,54.37500816
Olive Garden,abu dhabi,italian,high,4.0,422,24.46936983,54.37332205
Cho Gao - Crowne Plaza Abu Dhabi,abu dhabi,thai,high,4.5,246,24.491235,54.365694
Gazebo,abu dhabi,indian,high,4.0,355,24.33421694,54.52412188
Sangeetha Vegetarian Restaurant,abu dhabi,indian,medium,3.5,268,24.48525254,54.36377607
Hot Palayok,abu dhabi,filipino,high,4.5,162,24.48277094,54.36615754
Applebee's,abu dhabi,american,high,4.0,205,24.43409939,54.41314146
Tikka Tonight,abu dhabi,pakistani,medium,4.0,277,24.36312973,54.51003961
Bait El Khetyar,abu dhabi,lebanese,medium,4.0,380,24.48841145,54.37143378
Indian By Nature,abu dhabi,indian,high,4.5,180,24.48959102,54.37324997
Via Delhi,abu dhabi,indian,high,4.0,525,24.49089202,54.37422059
Punjab Grill,abu dhabi,indian,high,5.0,216,24.4106148,54.4872137
Tamba,abu dhabi,indian,high,4.5,201,24.488161,54.358147
P.F. Chang's,abu dhabi,chinese,high,4.0,435,24.48761082,54.35782894
The Cheesecake Factory,abu dhabi,american,high,4.5,586,24.49053138,54.60685361
The Farm,dubai,mediterranean,high,4.0,927,25.095044,55.310519
Maharaja Bhog,dubai,indian,medium,4.0,1448,25.25124063,55.30919038
Rasoi Ghar,dubai,indian,medium,4.5,1281,25.25007862,55.3019169
Barbeque Nation,dubai,indian,high,4.5,307,25.11338,55.215341
Farzi Cafe,dubai,international,high,4.5,909,25.2080323,55.26191946
AB's Absolute Barbecues,dubai,continental,high,5.0,641,25.254105,55.32874
Carnival By Tresind,dubai,indian,high,5.0,322,25.211183,55.281966
AB's Absolute Barbecues,dubai,indian,high,5.0,2510,25.10777315,55.17874617
Hard Rock Cafe,dubai,american,high,4.5,1388,25.22399154,55.35147775
The Coffee Club,dubai,cafe,high,4.5,403,25.21110278,55.25639722
SALT,dubai,fast food,high,4.5,1351,25.16812806,55.21152779
Din Tai Fung,dubai,asian,high,4.5,661,25.11851301,55.19854523
SpiceKlub,dubai,indian,high,4.5,281,25.252054,55.288061
Tresind - Nassima Royal Hotel,dubai,indian,high,5.0,1352,25.22347744,55.28256778
Grand Barbeque Buffet Restaurant,dubai,indian,high,4.5,552,25.24107351,55.27340334
Red Lobster,dubai,seafood,high,3.0,506,25.198291,55.278525
The Cheesecake Factory,dubai,american,high,4.5,2424,25.19726756,55.27856994
Parker's,dubai,cafe,high,4.5,386,25.19500831,55.27927805
Applebee's,dubai,american,high,3.5,500,25.21135663,55.27430557
Grub Shack,dubai,goan,high,4.5,544,25.22931113,55.32548446
Kamat,sharjah,indian,high,4.0,285,25.33315516,55.39273214
Vadakkan Pepper,sharjah,south indian,high,4.0,210,25.338089,55.396984
Gazebo,sharjah,indian,high,4.0,372,25.33320395,55.39269626
Katis Restaurant,sharjah,indian,high,4.5,316,25.32578908,55.37637066
Zaroob,sharjah,lebanese,high,4.0,69,25.32451353,55.38474888
Derby,sharjah,fast food,medium,4.0,33,25.33045321,55.37086055
Nayaab Haandi,sharjah,pakistani,high,4.0,449,25.32813499,55.37552107
Najmat Lahore Restaurant,sharjah,pakistani,high,4.0,504,25.35508316,55.38215585
Saffron,sharjah,pakistani,high,4.0,192,25.35443539,55.38290787
Pizza Hut,sharjah,fast food,high,2.5,154,25.30564046,55.37454341
Al Mukhtar Bakery,sharjah,bakery,medium,4.0,142,25.3084117,55.37728127
Aroos Damascus,sharjah,arabian,high,4.0,444,25.34640794,55.39045796
Nando's,sharjah,african,high,4.0,265,25.32188994,55.376027
Peking Chinese Restaurant,sharjah,chinese,high,4.0,227,25.34839077,55.39922744
TGI Friday's,sharjah,american,high,4.0,357,25.32774497,55.38781766
Rajasthan Al Malaki,sharjah,indian,high,5.0,459,25.2887722,55.45195531
Applebee's,sharjah,american,high,4.0,197,25.29782287,55.37353624
Paper Fig,sharjah,cafe,high,4.5,143,25.3084123,55.45834266
Sis Burger,sharjah,fast food,medium,4.0,12,25.31127229,55.45425095
Crafted Blends,sharjah,cafe,high,4.0,43,25.310369,55.460279
Jahanpanah,agra,north indian,high,4.0,140,27.16166111,78.01154444
Rangrezz Restaurant,agra,north indian,medium,3.5,71,0.0,0.0
Time2Eat - Mama Chicken,agra,north indian,medium,3.5,94,27.16083249,78.01160797
Chokho Jeeman Marwari Jain Bhojanalya,agra,rajasthani,medium,4.0,87,27.19592778,77.99809167
Pinch Of Spice,agra,north indian,high,4.0,177,27.201725,78.00755278
MoMo Cafe,agra,north indian,high,4.0,45,0.0,0.0
Peshawri - ITC Mughal,agra,north indian,high,4.5,133,27.160934,78.044095
Taj Bano - ITC Mughal,agra,mughlai,high,4.0,41,27.160934,78.044095
G Thal,agra,rajasthani,high,3.5,59,0.0,0.0
Dawat-e-Nawab - Radisson Blu,agra,north indian,high,4.0,46,27.163303,78.057044
The Latitude - Radisson Blu,agra,north indian,low,4.0,103,27.163303,78.057044
Dasaprakash Restaurant,agra,south indian,medium,4.0,121,27.16510833,78.01505278
The Charcoal Chimney,agra,north indian,high,3.5,70,27.159795,78.04299
Sheroes Hangout,agra,cafe,low,5.0,77,27.16185,78.040165
Bon Barbecue,agra,north indian,high,4.0,57,0.0,0.0
Chapter 1 Cafe,agra,cafe,low,4.0,98,0.0,0.0
Pind Balluchi,agra,north indian,high,3.5,175,27.15777222,78.04725
Pizza Hut,agra,italian,medium,4.5,134,27.16169444,78.03471389
Tea'se Me - Rooftop Tea Boutique,agra,chinese,high,4.0,166,0.0,0.0
Thaaliwala,agra,north indian,medium,4.0,168,27.158822,78.045359
650 - The Global Kitchen,ahmedabad,chinese,high,4.0,1582,23.01045111,72.5375741
Patang - The Revolving Restaurant,ahmedabad,continental,high,3.5,1315,23.0261651,72.572009
